epoch,phase,epoch_seconds,train_loss,samples,steps,train_structural_wall/raw_loss,train_structural_wall/weighted_loss,train_wall_boundary/raw_loss,train_wall_boundary/weighted_loss,train_wall_centerline/raw_loss,train_wall_centerline/weighted_loss,train_junction/raw_loss,train_junction/weighted_loss,train_endpoint/raw_loss,train_endpoint/weighted_loss,train_door_opening/raw_loss,train_door_opening/weighted_loss,train_window_opening/raw_loss,train_window_opening/weighted_loss,train_fixtures/raw_loss,train_fixtures/weighted_loss,train_component/wall_boundary/bce,train_component/wall_boundary/dice,train_component/wall_centerline/bce,train_component/wall_centerline/cldice,train_component/door_opening/focal,train_component/door_opening/dice,train_component/window_opening/focal,train_component/window_opening/dice,train_component/fixtures/cabinetry_storage,train_component/fixtures/appliance,train_component/fixtures/toilet_urinal,train_component/fixtures/sink_tap,train_component/fixtures/sauna_bench,train_component/fixtures/fireplace,train_component/fixtures/bathtub_shower_jacuzzi,train_component/fixtures/chimney,train_component/fixtures/other_fixture,train_structural_wall/positive_pixel_prevalence,train_structural_wall/nonempty_mask_rate,train_structural_wall/weight,train_wall_boundary/positive_pixel_prevalence,train_wall_boundary/nonempty_mask_rate,train_wall_boundary/weight,train_wall_centerline/positive_pixel_prevalence,train_wall_centerline/nonempty_mask_rate,train_wall_centerline/weight,train_junction/positive_pixel_prevalence,train_junction/nonempty_mask_rate,train_junction/weight,train_endpoint/positive_pixel_prevalence,train_endpoint/nonempty_mask_rate,train_endpoint/weight,train_door_opening/positive_pixel_prevalence,train_door_opening/nonempty_mask_rate,train_door_opening/weight,train_window_opening/positive_pixel_prevalence,train_window_opening/nonempty_mask_rate,train_window_opening/weight,train_fixtures/positive_pixel_prevalence,train_fixtures/nonempty_mask_rate,train_fixtures/weight,lr/new_paths,val_loss,val_structural_wall_iou,val_structural_wall_dice,val_structural_wall_iou_at_0.1,val_structural_wall_dice_at_0.1,val_structural_wall_iou_at_0.5,val_structural_wall_dice_at_0.5,val_visible_wall_iou,val_visible_wall_dice,val_structural_wall_precision,val_structural_wall_recall,val_structural_wall_micro_iou,val_wall_boundary_iou,val_wall_boundary_dice,val_wall_boundary_precision,val_wall_boundary_recall,val_wall_boundary_boundary_f1_2px,val_wall_centerline_iou,val_wall_centerline_dice,val_wall_centerline_precision,val_wall_centerline_recall,val_wall_centerline_skeleton_cldice,val_junction_iou,val_junction_dice,val_junction_precision,val_junction_recall,val_junction_f1_5px,val_endpoint_iou,val_endpoint_dice,val_endpoint_precision,val_endpoint_recall,val_endpoint_f1_5px,val_door_opening_iou,val_door_opening_dice,val_door_opening_precision,val_door_opening_recall,val_door_opening_object_f1,val_window_opening_iou,val_window_opening_dice,val_window_opening_precision,val_window_opening_recall,val_window_opening_object_f1,val_fixtures_iou,val_fixtures_dice,val_fixtures_precision,val_fixtures_recall,val_fixtures_macro_iou,val_fixture_cabinetry_storage_iou,val_fixture_appliance_iou,val_fixture_toilet_urinal_iou,val_fixture_sink_tap_iou,val_fixture_sauna_bench_iou,val_fixture_fireplace_iou,val_fixture_bathtub_shower_jacuzzi_iou,val_fixture_chimney_iou,val_fixture_other_fixture_iou,val_hierarchical_score,val_structural_wall_iou_at_baseline_threshold,wall_floor,wall_gate_passed,val_gated_hierarchical_score,gpu_max_memory_allocated_gb,lr/encoder,lr/wall_path
1,heads_warmup,413.7114825248718,0.22253017529135657,4200,1050,0.14236950364850817,0.056947801459403244,0.45527664689790637,0.03642213175183252,0.20205795535019466,0.02424695464202334,0.02319793729555039,0.0011598968647775199,0.010254457590746738,0.0003076337277224021,0.27912357768132573,0.03349482932175913,0.28004369894663494,0.03360524387359624,0.45432107130686444,0.03634568570454911,0.3839335309536684,0.5266197623809179,0.25216453875814165,0.15195137185709817,0.061972362458971995,0.496274792324929,0.0662232686188959,0.49386412918567657,0.3420817359998113,0.40982328291450226,0.41939841778505416,0.4737264830725534,0.42602354890533856,0.5008920842125302,0.5048958665416354,0.502290457770938,0.5097577357859838,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087954285244,0.9959523809523809,0.08,0.0001,0.14835783943533898,0.8188460992164052,0.9004017432471942,0.8188460992164052,0.9004017432471942,0.8179802285126291,0.8998780247262154,0.7718315671108659,0.8712245356023407,0.9109242729543523,0.8901195391478047,0.8188460992164052,0.19634774975116048,0.3282452778333067,0.19782228147255498,0.9634260902895814,0.8958561288354222,0.6193553560270422,0.7649406335945689,0.7286306029048485,0.8050593574868329,0.44675480886038377,0.010157527082358753,0.02011077838858811,0.6028700670722196,0.010225949835961477,0.20777652403189661,0.0,0.0,1.0,0.0,0.115,0.48636726735780256,0.6544375377996303,0.519088675735598,0.8852641887683474,0.7879910435634969,0.6024535334023439,0.7519138881028382,0.6302748318296558,0.9317323360825627,0.7863404767002319,0.22850844308641557,0.37200956065442664,0.24725056666514542,0.7509053289735619,0.2243951245482491,0.47648001601237905,0.34198964475144444,0.4014237863271035,0.24736601908039402,0.5080037859131009,0.015548141980693762,0.016284792728734735,0.0018341322404771489,0.010625801899914428,0.6578110241389353,0.8188460992164052,0.8138460992164052,True,0.6578110241389353,10.07205376,,
2,heads_warmup,404.32112741470337,0.16403051615470932,4200,1050,0.1411428876150222,0.05645715504600889,0.2869277852773666,0.02295422282218932,0.12786180446545284,0.015343416535854353,0.01047791646039557,0.0005238958230197782,0.006405858303686338,0.00019217574911059018,0.17066021536077772,0.020479225843293328,0.1469645563832351,0.017635746765988208,0.38055849154790244,0.03044467932383215,0.24719236757074084,0.3266632030691419,0.1566141053324654,0.09910950395322982,0.07100271941251343,0.2703177110354106,0.07194875657292349,0.22198035609154473,0.2591787334283193,0.30186906384570256,0.25613769208391507,0.31828862735203334,0.2888538524011771,0.4942678929226739,0.497456579719271,0.5003211090962092,0.5086528417326155,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.0046280879517351945,0.9959523809523809,0.08,0.0001,0.14206400878727435,0.8188460992164052,0.9004017432471942,0.8188460992164052,0.9004017432471942,0.8179802285126291,0.8998780247262154,0.7803307718880638,0.8766132498631284,0.9109242729543523,0.8901195391478047,0.8188460992164052,0.20319811701718524,0.3377633560812545,0.20481874413894663,0.9625196756386531,0.9004630382538187,0.6264132266829879,0.7703002120322588,0.7265188652527097,0.8196966195751824,0.4230134807475794,0.004712595097210482,0.00938098142733946,0.7483221476510067,0.004720076198539528,0.1166429769569004,0.0,0.0,1.0,0.0,0.115,0.509381375692218,0.6749538372415791,0.5413789306444763,0.8960328125594558,0.8168869069419986,0.6481458458412807,0.7865151588091898,0.6830932359907003,0.9268410783458884,0.8299963981356222,0.3078150691082755,0.47073179745230653,0.3364827283379486,0.7832183827869049,0.2657027442294362,0.5091841065150258,0.44445278325756926,0.48588744667829775,0.36437574423150376,0.48774386639077744,0.053028416771817584,0.030246127983554,0.0026235242675994755,0.013782681968780613,0.6627268453652526,0.8188460992164052,0.8138460992164052,True,0.6627268453652526,10.07205376,,
3,heads_warmup,419.9656460285187,0.15963781077946934,4200,1050,0.1441172263593901,0.05764689054375607,0.27845746281601136,0.02227659702528091,0.12098907003090495,0.014518688403708579,0.00885236896751892,0.0004426184483759456,0.005487318000578809,0.00016461954001736434,0.15891583151050975,0.01906989978126117,0.1374852160648221,0.016498225927778668,0.3627534045208068,0.029020272361664552,0.24343957669678187,0.31347534880751654,0.1483604888121287,0.09361765126387278,0.06632271667454569,0.2515089462342716,0.06966233475821182,0.20530809709003994,0.24073895900731995,0.2767328570996012,0.22100981461859884,0.2789239574046362,0.2745096682118518,0.47423776280312313,0.49091662097544897,0.49947107516583944,0.5082398952756609,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087947189453,0.9959523809523809,0.08,0.0001,0.14151392452418804,0.8188460992164052,0.9004017432471942,0.8188460992164052,0.9004017432471942,0.8179802285126291,0.8998780247262154,0.782998791262817,0.8782942479823607,0.9109242729543523,0.8901195391478047,0.8188460992164052,0.1998147529916565,0.3330760060974946,0.20142454636379134,0.9615409991611344,0.8955865368101867,0.615813498807111,0.7622333880262059,0.7061057655200803,0.8280545980538506,0.3631511066015331,0.05852762069915645,0.1105830770112527,0.5676981169085916,0.061257805058736375,0.4409601207839603,0.0,0.0,1.0,0.0,0.115,0.5224051710442389,0.6862892756544093,0.5614735924646014,0.8824603811976665,0.8378523590433548,0.6505741676218496,0.7883004355498888,0.6819142101469835,0.9340176031675695,0.8430560637340864,0.3020713780664707,0.4639858968638661,0.3278149858311309,0.7936667510658989,0.29988348351851246,0.5622586243843476,0.46532329325381655,0.5197423307849064,0.40729863701426444,0.5005056606593516,0.17161480707868956,0.04429871767056485,0.011889087586220448,0.016020193234450843,0.6792894006965274,0.8188460992164052,0.8138460992164052,True,0.6792894006965274,10.07205376,,
4,heads_warmup,412.48798274993896,0.15601657277061826,4200,1050,0.1427906952443577,0.057116278097743,0.2748656664575849,0.021989253316606748,0.11793338725964228,0.014152006471157092,0.007782545048477394,0.0003891272524238698,0.005031069639316272,0.00015093208917948798,0.15328605786675498,0.018394326944010577,0.13136238186487129,0.015763485823784566,0.3507645507085891,0.028061164056687144,0.23982007346692538,0.3099112592566581,0.14427301451563834,0.09159375996816727,0.06289461259774509,0.24367750282798495,0.0656815419182004,0.19704322142260416,0.229563335811808,0.2599754601646037,0.2039350402319715,0.2634163659598146,0.2669865915250211,0.4490975432452701,0.48229789855934324,0.49399187252635046,0.507616823429153,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087948963401,0.9959523809523809,0.08,0.0001,0.1382998828589916,0.8188460992164052,0.9004017432471942,0.8188460992164052,0.9004017432471942,0.8179802285126291,0.8998780247262154,0.7817157109756314,0.8774864656130575,0.9109242729543523,0.8901195391478047,0.8188460992164052,0.20124406974758033,0.3350594185074614,0.20286525527042581,0.9618064828283908,0.8978519214372721,0.6338998434297345,0.7759347624382036,0.7245172123765892,0.8352078043455454,0.42241253583607147,0.16702921323111936,0.2862468417027377,0.5882832173011405,0.1891390623346386,0.6536986748893497,2.722310697319885e-05,5.444473179164001e-05,0.6666666666666666,2.72234775270193e-05,0.11683333333333333,0.49747662750937205,0.6644198892596854,0.5241089297902616,0.9073221434708334,0.8194959655566513,0.6405131522470018,0.7808692680941869,0.6672123724267651,0.9411985948912934,0.8435191196443214,0.41006350811036646,0.5816241690558955,0.459479858113269,0.792221848288832,0.34360203665285965,0.5703366589943651,0.5070177351231401,0.5600148005941687,0.4331411766997098,0.594071727913568,0.2866261641398753,0.07253557907498465,0.039984416596324915,0.02869007073960021,0.6987531980104139,0.8188460992164052,0.8138460992164052,True,0.6987531980104139,10.07205376,,
5,joint_finetune,725.7236738204956,0.1507088199825514,4200,1050,0.1335673407003993,0.053426936280159695,0.27375518378757296,0.021900414703005813,0.11688046528824739,0.01402565583458968,0.007295602548734418,0.00036478012743672105,0.004788348689520111,0.0001436504606856031,0.1502722042869954,0.01803266451443946,0.1279209015341032,0.015350508184092384,0.34330263572079794,0.027464210857663852,0.23926119336769694,0.30824917468286694,0.1430512129125141,0.09070971792652494,0.0609804579513591,0.23956395030021668,0.06334695569128684,0.19249484736294972,0.22400304393399328,0.25190355519453683,0.1933173632692723,0.251026828289032,0.26629419113553704,0.43894207013504843,0.46719380719321113,0.48997835891587393,0.5070644680658977,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087946191607,0.9959523809523809,0.08,0.0001,0.14934973910450935,0.775671736026343,0.8736656897655721,0.775671736026343,0.8736656897655721,0.7745857178804014,0.8729763911383004,0.7381169094788513,0.8493294155916874,0.8833103993463445,0.8642293230722922,0.775671736026343,0.20383098714313938,0.3386372162206242,0.20557560168282815,0.9600292608034049,0.8995769323021378,0.6333988862195249,0.7755593462972371,0.7363876323942603,0.8191326325952246,0.41398395324750964,0.14459772261040457,0.2526612097054161,0.602828173961639,0.15982379087734153,0.6197426424051012,2.7218290691344584e-05,5.44350997523203e-05,0.125,2.72234775270193e-05,0.11433333333333334,0.5103468129783919,0.6758008274563007,0.5391144333904979,0.9053394509744233,0.831942771697498,0.6208894410283875,0.7661095511048043,0.6391757442243318,0.9559518789576752,0.8138331909785171,0.3740968505649683,0.544498519753038,0.4172794128735759,0.7833130488309197,0.3537364262889786,0.6097487771624092,0.5040373541845748,0.512977560378063,0.45007374351074375,0.6182978213993825,0.3043594833880979,0.12339623193779087,0.037224896836313616,0.023511967803431476,0.6782798206489231,0.775671736026343,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
6,joint_finetune,672.396488904953,0.14806298651865551,4200,1050,0.13103587607542674,0.05241435043017071,0.27265574556021466,0.021812459644817157,0.11648928768932819,0.013978714522719374,0.007093641704081425,0.0003546820852040719,0.004680651362009701,0.00014041954086029096,0.14648930909378188,0.01757871709125382,0.124456853667895,0.014934822440147428,0.335610277567591,0.02684882220540725,0.23748549722489856,0.30782599432127816,0.1418530478576819,0.09112552760612397,0.05989519170485437,0.23308342600152607,0.061976411809612594,0.18693729545388904,0.21787527830118225,0.2425722290930294,0.1862127733833733,0.2413487435948281,0.260096632607636,0.4328804127942948,0.4440048693475269,0.4886886348894664,0.5068128957067217,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087944306788,0.9959523809523809,0.08,0.0001,0.14607406213879584,0.7797497927500189,0.8762465329973957,0.7797497927500189,0.8762465329973957,0.778403994841997,0.8753961384473326,0.7426104007351486,0.8522965321702043,0.886804545439096,0.8659369633411452,0.7797497927500189,0.20570058082730644,0.34121337270346574,0.20744249664385217,0.9607791081633872,0.9056551425779459,0.640513464146038,0.7808694998787523,0.7428024636158714,0.8230489993259584,0.43723539532764705,0.14383388078469622,0.25149435280938326,0.5986190154017591,0.1591861572653191,0.6140548400693097,2.7209033399088498e-05,5.441658617546628e-05,0.04878048780487805,2.72234775270193e-05,0.10821428571428571,0.5127036568986915,0.6778639749570304,0.5415259563413919,0.9059522832005864,0.8393748861055031,0.6292334638637724,0.7724288480688676,0.653214355637328,0.9448721751311483,0.8372080445163229,0.42154437757001545,0.5930794482696381,0.4679192567964648,0.8096453828109111,0.37539055206570343,0.5929233753176696,0.538945474176714,0.5441979323963294,0.44238508323510134,0.6830016234742349,0.32168119474934775,0.18274298165602512,0.04479886531671545,0.02783843826919361,0.6874997754484996,0.7797497927500189,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
7,joint_finetune,680.6614120006561,0.1454556149670056,4200,1050,0.12928257157405218,0.05171302862962091,0.26924107758771804,0.02153928620701741,0.11436292321554252,0.013723550785865095,0.006851207768943693,0.0003425603884471842,0.004575980438385158,0.00013727941315155482,0.1423401608069738,0.01708081929683685,0.12129522930298532,0.014555427516358238,0.32954579451254434,0.02636366356100358,0.2341681328912576,0.3043140214823541,0.13990286522677967,0.08882298123268854,0.05699946305315409,0.22768085878519784,0.0602052441152877,0.1823852140562875,0.21376574992423966,0.23338345889534268,0.17853461447216215,0.23685094060642378,0.25639495112711475,0.429867114985273,0.422287085325945,0.48799437784013294,0.5068338303338914,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087957611396,0.9959523809523809,0.08,0.0001,0.14856695175170898,0.7848686127518942,0.8794693426109286,0.7848686127518942,0.8794693426109286,0.7840040868683447,0.8789263350226869,0.7529376914692196,0.8590581343916989,0.8848512468157704,0.8741525110060835,0.7848686127518942,0.21017271099657905,0.3473433322149555,0.21226610171818844,0.9551793402390505,0.9026828098081572,0.600189184180132,0.750147782666889,0.7220432034354692,0.7805288380771095,0.34516939872599245,0.21097594885486345,0.3484395359864395,0.591735673434191,0.2469176632447878,0.6849817842415056,2.7209773750731262e-05,5.4418066798176995e-05,0.05128205128205128,2.72234775270193e-05,0.11333333333333334,0.5119134788995666,0.6771729811842917,0.5421744926356454,0.901688492973458,0.8453502554312954,0.6589127020674649,0.7943910505312028,0.69084998272809,0.9344401721008019,0.8608992310284052,0.4413862863199544,0.6124469068550259,0.4940715723607709,0.8054182495297272,0.3908481368308788,0.6066475297980767,0.5477598901190457,0.5879416918990303,0.47347504106461763,0.6814272490111924,0.33362041859765684,0.20763313103684075,0.04742449615984293,0.03170378379160592,0.6883581841619726,0.7848686127518942,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
8,joint_finetune,704.7701654434204,0.14253481425699732,4200,1050,0.12689974492504483,0.05075989797001792,0.2667084681562015,0.02133667745249612,0.11181402121980985,0.013417682546377192,0.006688153448603338,0.00033440767243016645,0.004465252551072765,0.0001339575765321829,0.1384395485442309,0.016612745825307685,0.11678287360994588,0.014013944833193527,0.3240687703092893,0.025925501624743143,0.23200200268200466,0.30141493402776265,0.13754057404895623,0.08608746845097769,0.05570046673129712,0.22117863024984089,0.057287684898779154,0.176278061909335,0.20861750123756273,0.22736262869976814,0.17281910271516868,0.22935121693071864,0.25279146054670926,0.4256375571943465,0.4062053597824914,0.48760683843067715,0.5062272245827175,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087953841757,0.9959523809523809,0.08,0.0001,0.14495256729424,0.7831410603204024,0.8783837439980035,0.7831410603204024,0.8783837439980035,0.78208868925846,0.8777213995829722,0.7506969741839824,0.8575978427493312,0.8832605964116322,0.8735604501624884,0.7831410603204024,0.20706101129927498,0.34308292515619476,0.20883284800513432,0.960637202692329,0.904657743729389,0.6284762524315627,0.7718580501166683,0.7329358477211473,0.8151459817727637,0.41042650762702765,0.25601270593067227,0.4076594205167274,0.5949605515672756,0.3100513281828765,0.7152224171862435,2.72186611140598e-05,5.4435840557423005e-05,0.13333333333333333,2.72234775270193e-05,0.11333333333333334,0.5181844304793793,0.6826369972925599,0.5448465784376246,0.9137128220122926,0.8475032404128429,0.6623764262979052,0.796903054951291,0.691123337003726,0.9409144999213825,0.8688444388266958,0.4214433073478032,0.5929794106725962,0.4683556434722266,0.8079706091374927,0.38865980319025045,0.624609588091294,0.5660848196189704,0.6137584967436563,0.4697212746593684,0.6345687070699404,0.2925442848329955,0.22259968320079762,0.04119118813693782,0.03286018635829341,0.6966933850327605,0.7831410603204024,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
9,joint_finetune,670.5481860637665,0.14091451706630842,4200,1050,0.12622645985512507,0.05049058394205008,0.2646830053556533,0.021174640428452234,0.11022379247915177,0.013226855097498226,0.006543699391407981,0.0003271849695703989,0.00439722849843314,0.0001319168549529941,0.13579176793141023,0.016295012151769227,0.11368312783539296,0.013641975340247147,0.32032936605669204,0.02562634928453536,0.2298870857414745,0.29947892447312674,0.13584410119269574,0.08460348362014407,0.05388731406425082,0.217696221328917,0.055994455268429146,0.17137179990609486,0.20399449381799925,0.222840452087777,0.1689060745743059,0.22542125487611409,0.2504032420544397,0.42457918944812956,0.3943628237928663,0.48652573988551184,0.5059309940678732,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087953730885,0.9959523809523809,0.08,0.0001,0.14759298995137216,0.7682063942716753,0.8689103226414919,0.7682063942716753,0.8689103226414919,0.76678271876001,0.8679988893010738,0.7368860797555934,0.8485140025525273,0.8785434058645021,0.8594861985465866,0.7682063942716753,0.2091179068237044,0.34590159593789704,0.21090223969939248,0.9611152827479602,0.9099879410523352,0.6415366799899676,0.7816294181058304,0.7431312491307237,0.8243343410814973,0.4322951360070209,0.2675264586248697,0.4221236674066863,0.601231554801254,0.32523547465340247,0.731509285403757,6.800685509099317e-05,0.00013600446094631905,0.08196721311475409,6.805869381754826e-05,0.10899999999999999,0.5286153179130119,0.6916263519257675,0.5584018891107735,0.9083395250750519,0.8558116460224029,0.6580715393089834,0.7937794283390701,0.6850741030729082,0.9434892222587515,0.8646671096385881,0.41464808816101767,0.5862208299451245,0.4611119339466566,0.8044969541540049,0.3982751335597858,0.6198507906032129,0.5545524214956841,0.6138721715308786,0.47520472767534255,0.6792511019321931,0.3331626869492083,0.22964701422646389,0.048820881578574865,0.03011440604651359,0.6954117186068713,0.7682063942716753,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
10,joint_finetune,687.8785870075226,0.13907382366203128,4200,1050,0.1251030251667613,0.0500412100667045,0.26233567887828463,0.020986854310262745,0.10846967243012928,0.013016360691615514,0.006420608386619105,0.00032103041933095514,0.004260815072117285,0.00012782445216351866,0.13285137815844444,0.015942165379013332,0.11093976089287372,0.013312771307144835,0.3165701071421305,0.025325608571370468,0.22770596475118682,0.296965393395651,0.13425579687669165,0.08268354777778898,0.05271406872419729,0.21298868764014472,0.05405104711186141,0.16782847485372,0.2018807098553294,0.21776711430578005,0.16486376990874607,0.22104531510245232,0.24780056801935038,0.420528996742907,0.38379104170061296,0.48581185681479316,0.505641559277262,0.06568837756202335,1.0,0.4,0.05237048012869699,1.0,0.08,0.027770130520775205,1.0,0.12,0.0036801102047874816,1.0,0.05,0.0006873766581217448,0.9035714285714286,0.03,0.007143571944463821,0.9997619047619047,0.12,0.013515313466389975,0.995,0.12,0.004628087955504834,0.9959523809523809,0.08,0.0001,0.1429320351034403,0.7817416850457232,0.8775028295144389,0.7817416850457232,0.8775028295144389,0.7806747052427481,0.8768302295127213,0.7477727420653962,0.8556864677746724,0.883220484840919,0.8718587261730864,0.7817416850457232,0.20985130429285295,0.3469042907144843,0.21181292140986185,0.9577336387180961,0.9108566675863685,0.6408716233993917,0.7811356041025304,0.7513464484986221,0.8133844224396191,0.4376848788685652,0.2483410104028605,0.3978736712698667,0.6242229876865819,0.2919938617843158,0.699811960256679,1.3605812403058587e-05,2.7211254574892177e-05,0.030303030303030304,1.361173876350965e-05,0.10791666666666666,0.5216599018820066,0.6856458545524023,0.5490461590357382,0.9127274839231677,0.8590174257966843,0.6540177140010162,0.7908231072313828,0.6785698063258074,0.9475773310081619,0.8667008267508612,0.43406725276180386,0.6053652671112234,0.4759356264574653,0.8314860621235722,0.3997210090175288,0.6090465842479137,0.5715376087647428,0.6060006842973876,0.477995576480327,0.7053063095264563,0.2851628926358906,0.2636854738321709,0.038893950163684965,0.03986000120918554,0.7004811861664574,0.7817416850457232,0.8138460992164052,False,-1.0,10.705864704,1e-05,1e-05
