epoch,train_loss,common_val_loss,common_val_dice_at_0_5,common_val_iou_at_0_5,common_val_empty_predictions_at_0_5,learning_rate,seconds_elapsed,epoch_order_sha256
21,0.190547486997786,0.21124123388798394,0.7877378380936809,0.6498081544135134,0,0.0001,9701.712818250999,aff18495a209ee316721478a0d6b99f243bf7e2748be0df39443eeccdbcd54f0
22,0.19214569330215453,0.2066427082871672,0.7938039034042458,0.6581051834312825,0,0.0001,10133.524874144001,3ebeac39d4d54ee5349b667da9c916391959ad1e8a91f043d3b338d5b63ca6aa
23,0.18889116176537105,0.20455369308366247,0.7926778560039464,0.6565586988906726,0,0.0001,10560.291249678,75f551fb053adf8a38985f967043ffea091276e70716c994e8edac8a9ecd773d
24,0.18705529400280543,0.20715891790749438,0.7970694131668947,0.6626063231672404,0,5e-05,10971.960846982001,103dbc92d80fa03abf60169048eee193f12cc11a734290d12ac6f3d5c65d0d40
25,0.176836259492806,0.19423022042566807,0.8047661639458908,0.6733127356925481,0,5e-05,11403.433534935,5879e38a57f44564f8c6dc72615f594ea8e2b92931bdf21d0dd2e04244135cc7
26,0.17345384183384124,0.19714283658631482,0.8037353155647785,0.6718708041976821,0,5e-05,11875.885533819,0220053816e54dad58defa4db4a167196c6a40f949881f6e8b90d00b0e33e5c7
27,0.17057164209229606,0.19733853675612253,0.8023519815540934,0.6699397228538333,0,5e-05,12306.192546808,ed1cf17dbe8206f019034ec9c6e53e1a3cd09dd9cd5587c06cca90334fc2270f
28,0.17013851608548847,0.19426705295117058,0.8019647271420834,0.6693999294603358,0,5e-05,12709.094826699002,34aca3789135778fc93da60ac56f9fb3583d2146ed8142b2cb0c6f3d07c3d18f
29,0.16652716833920705,0.19337579308442734,0.8045058473931509,0.6729483750622084,0,2.5e-05,13118.84602569,1a1354718979b4f5ca7f5c475891b234b5d9858acb31f6d00a9ef2f68e77051d
30,0.16214227166913806,0.1912420242276024,0.810702838491235,0.6816654951591425,0,2.5e-05,13526.746748205998,44108231e4cb8d1a72accb43d8051b5d2757bb741ca4894aba6675172f5d6153
