arm,reference,threshold,scientific_label,validation_loss,micro_dice,macro_dice,micro_iou,macro_iou,precision,recall,f1,false_positive_rate,false_negative_rate,positive_plan_dice,positive_plan_iou,empty_prediction_rate,prediction_foreground_ratio,opening_instance_precision,opening_instance_recall,opening_instance_f1,fragmentation_rate,merge_rate,boundary_f1
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.4,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.762836651850983,0.7597297070003796,0.6166013994775239,0.6305536884686981,0.7951526028396202,0.7330448347003472,0.762836651850983,0.0009035744824456551,0.2669551652996528,0.7597297070003796,0.6305536884686981,0.0,0.004389959364081148,0.8190284419833879,0.858801794668778,0.8384437000772995,0.007653734494589602,0.0027686886483765417,0.7953016067264188
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.5,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.7626065004733354,0.7592805229086278,0.616300716599087,0.6299347921692953,0.7986890663729,0.7296432345393247,0.7626065004733354,0.0008799411713533798,0.2703567654606753,0.7592805229086278,0.6299347921692953,0.0,0.004350240506119465,0.8219974715549937,0.8580100290314067,0.8396177685950413,0.007389812615465822,0.002781289506953224,0.795005051255357
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.6,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.7623348704052905,0.7588497038925678,0.6159459874699125,0.6293576439095266,0.8022032993908133,0.7262416343783022,0.7623348704052905,0.0008567797560408607,0.2737583656216978,0.7588497038925678,0.6293576439095266,0.0,0.004310991296816112,0.825501651003302,0.8577461071522829,0.8413150401242557,0.007653734494589602,0.0027940055880111762,0.794666180656598
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.7,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.7619769393168407,0.758276873867546,0.6154787931788369,0.6285930216304715,0.8060624570512331,0.7224636441402909,0.7619769393168409,0.0008316922355048472,0.27753635585970915,0.758276873867546,0.6285930216304715,0.0,0.004268032821578596,0.8289943848902501,0.8572182633940354,0.8428701180744778,0.007653734494589602,0.002552322613578356,0.7943011118349503
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.8,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.7613658561579131,0.7573967005817157,0.6146817927981965,0.6274060621045637,0.8105360527643559,0.7178201580033211,0.7613658561579131,0.0008028295487307848,0.2821798419966789,0.7573967005817157,0.6274060621045637,0.0,0.0042171957504809204,0.8290248272331713,0.8548429664819214,0.8417359667359667,0.00844550013196094,0.002559508574353724,0.7941239109673228
B_candidate_v3_2,COMMON_CONSENSUS_VALIDATION_SUBSET,0.9,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.23466294996957757,0.7602796570487462,0.7559238824587404,0.6132670657310014,0.625438587904874,0.8171506583057593,0.7108096412217582,0.7602796570487462,0.0007610234348548406,0.28919035877824184,0.7559238824587404,0.625438587904874,0.0,0.004142205319811951,0.8331616889804325,0.85405120084455,0.8434771275902516,0.00791765637371338,0.0025746652935118436,0.7933711883019002
B_candidate_v3_2,REFERENCE_V31,0.1,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7628862180192594,0.7601727319347291,0.6166661701867096,0.6313586191922244,0.778956104372839,0.7474659739426095,0.7628862180192594,0.0010132227587085494,0.25253402605739045,0.7601727319347291,0.6313586191922244,0.0,0.0045620155334472655,0.8018545632015618,0.8622408816583574,0.8309520799089646,0.008659144581474678,0.0036603221083455345,0.7949854625951224
B_candidate_v3_2,REFERENCE_V31,0.2,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7629787515283698,0.7599221672717837,0.6167871024616988,0.6310304060565993,0.7862641724683241,0.741032867616822,0.7629787515283698,0.000962264090376032,0.25896713238317803,0.7599221672717837,0.6310304060565993,0.0,0.004480714797973633,0.808138101109741,0.8598792967725006,0.8332062039155861,0.009446339543426921,0.0034525277435265103,0.7952570214345197
B_candidate_v3_2,REFERENCE_V31,0.3,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7630956102353414,0.7597246446843278,0.616939851252798,0.6307205897056974,0.791138368246968,0.7369728092434531,0.7630956102353414,0.0009294063856539179,0.26302719075654696,0.7597246446843278,0.6307205897056974,0.0,0.0044287109375,0.8151281413286887,0.8596168984518499,0.8367816091954022,0.007347152978220939,0.0032346354814630504,0.7952088915962457
B_candidate_v3_2,REFERENCE_V31,0.4,EXPLORATORY_NOT_HUMAN_GOLD_VALIDATED,0.235145579421471,0.7628921053070901,0.7593296892943115,0.6166738637590413,0.6301648122473963,0.7949189064603034,0.7333460377320642,0.7628921053070901,0.0009037737346968881,0.26665396226793575,0.7593296892943115,0.6301648122473963,0.0,0.004385957717895508,0.818,0.858567305169247,0.8377928562283959,0.007609551298871687,0.00275,0.7951895925946489
